"अगर कुछ नया और ऐसा देखना चाहते हैं, जो आपको गांव की माटी से मिलवाने के साथ करप्शन और पहुंच के दम पर कुछ...","3"
"अगर आप डांस के शौकीन हैं और वरुण, श्रद्धा और प्रभु देवा के फैन हैं, तो ये फिल्म आपको अपसेट नहीं करेगी...","3"
"जरा भी जोखिम उठाए बिना डायनासोर को नजदीक से देखने का कभी न भूल पाने वाले अडवेंचर को मौका मिलेगा...","4"
"सारांश, जख्म, डैडी अर्थ जैसी बेहतरीन फिल्में बना चुके महेश भट्ट साहब ने बाद में समय...","3"
"अगर टाइम पास करना हो या फिर बरसों से स्क्रीन पर नजर आ रहे चालू मसालों को देखने के शौकीन हैं तो...","2.5"
"यंग डायरेक्टर जोया अख्तर ने ग्लैमर इंडस्ट्री में करियर की शुरुआत ऐसी फिल्मों के साथ की...","3.5"
"90 के दौर में गोविंदा, डेविड धवन और वाशु भागनानी बॉक्स आफिस पर फिल्म के हिट होने गारंटी...","2.5"
"अगर पिछली तनु देखी है तो मस्ट वॉच, अगर नहीं भी देखी तो फैमिली के साथ इस वीकेंड पर बेहिचक जाएं। इस बार तनु...","4.5"
"पहाडों के बीच में जौत द्वारा अपने पास जमा पानी को छोड़ने के सीन का जवाब नहीं। ऐक्शन सीन्स का असली मजा 3डी में...","3"
"लंबे अरसे बाद अनुराग कश्यप ने एक बार फिर उसी टेस्ट की फिल्म बनाई है, जो उनकी गिनती इंडस्ट्री के उन फिल्ममेकर्स में...","3"
"जब उसे पता लगता है उसकी चहेती ऐक्ट्रेस उसी के शहर में आ रही है और यहां होने वाले एक लकी कॉन्टेस्ट के विनर...","1.5"
"भारतीय समाज में जहां बेटी के जवान होने के बाद पिता उसकी शादी करना चाहता है, वहीं पीकू का पापा चाहता है कि मरते दम...","4"
"दरअसल, अनिरूद्ध अपने इन दोस्तों के अतीत की कुछ ऐसी घटनाओं को कैमरे में कैद करके...","1.5"
"अक्षय के फैन हैं और उनकी फिल्म इंजॉय करते वक्त बेफिजूल का तर्क-वितर्क नहीं करते तो उनके लिए फिल्म मस्त...","4"
"फिल्म में पर्दे पर सबकुछ ऐसे अंदाज में पेश किया गया जैसे आप कोई अपना फेवरिट कॉमिक्स पढ़ रहे हों। इस फिल्म का विलन...","4"
"अगर विनय पाठक की ऐक्टिंग के फैन हैं, तो अपने चहेते स्टार की खातिर एकबार फिल्म देख सकते हैं...","2.5"
"बरसों से सीमा पर दो पड़ोसी देशों यानी भारत-पाक के बीच की आपसी कटुता और नफरत को रंजीत ने कुछ अलग एंगल से पेश...","2.5"
"कुछ नया अलग करने की चाह में विक्रम ने अपनी इस फिल्म को 3डी तकनीक में बनाया यही इस फिल्म का सबसे खास...","2.5"
"बॉलिवुड फिल्मों में नजर आने वाले बनावटी कोर्ट से दूर हटकर रियल लाइफ में नजर आने वाले कोर्ट को नजदीक से देखना...","3"
"यकीनन कल्कि कोचलिन ने लायला के किरदार में अपने अब तक के फिल्मी करियर की बेहतरीन ऐक्टिंग की है...","3"
"सिख धर्म के संस्थापक गुरु नानक देव जी की जीवनी पर आधारित इस फिल्म में गुरु नानक देव के महान कामों को...","4"
"डायरेक्टर ने सनी की ब्यूटी को कैमरे के अलग-अलग एंगल से महंगी कॉस्ट्यूम में पेश किया है...","2.5"
"कोई अच्छी सी फिल्म देखना चाहते हैं, तो इस फिल्म को देखा जा सकता है। हालांकि यह फिल्म बहुत...","3"
"अगर आप परेश रावल, नसीर या अनु कपूर के फैन हैं तो इस फिल्म को एक बार देख सकते हैं, लेकिन...","2.5"
"इस सीरीज की पिछली फिल्में देखी हैं तो इस फिल्म को मिस न करें, यकीनन फिल्म देखकर आप खुश होंगे...","4.5"
"साउथ में बनी फिल्मों का लुक और अलग स्टाइल हिंदी में डब इस फिल्म में भी साफ नजर आता है...","1.5"
"दिबाकर बनर्जी ने साबित किया कि बॉक्स आफिस पर चलती हवा के विपरीत उन्हें अलग...","3.5"
"पूरी तरह मजाकिया फिल्म होने के बावजूद इसमें दार्शनिकता का पुट है। लीक से हटकर फिल्मों के शौकीनों को पसंद आ सकती है...","3"
"हिमाचल की कई ऐसी खूबसूरत लोकेशन पर 'बरखा' शूट हुई है, जहां जाने से हमारे फिल्मकार कतराते हैं...","2"
"हर फील्ड में जीरो के आस-पास रही इस फिल्म कार चोरी को दिखाने की ऐसी कमजोर कोशिश की गई जो पूरी तरह से  नाटकीय...","2"
"स्मॉल स्क्रीन पर लुटेरी दुल्हन जैसा टीआरपी में टॉप पर रहे सीरियल के राइटर जैगम इमाम...","2.5"
"बिना किसी प्रमोशन के चंद मल्टिप्लेक्सों में इक्का-दुक्का शोज में रिलीज हुई इस फिल्म...","3"
"फिल्म की कहानी की बात करें तो कहानी में ऐसा कुछ भी नयापन नहीं है जो आपने बॉलिवुड फिल्मों में एक नहीं कई बार न देखा हो...","2"
"कहानी  पंजाब की सीमा के पास खत्म होती है। ऐसे गांव जहां आज भी बरसों पुरानी वहीं रीतियां और कायदे कानून हैं, जो  तालिबानी हुकूमत जैसे हैं...","4"
"ऐसा लगता है जाने-माने कोरियॉग्राफर गणेश आचार्या को कैमरा फेस करने का कुछ ऐसा जुनून है कि अक्सर किसी गाने में खुद भी...","1.5"
"राजस्थान की राजनीति में हड़कंप मचा देने वाली एक सरकारी अस्पताल की नर्स भंवरी देवी के सेक्स टेप की कॉन्ट्रोवर्सी ...","2"
"फैमिली के साथ इस वीक अगर क्वॉलिटी टाइम इंजॉय करना चाहते हैं तो फिल्म आपके लिए है...","4"
"यदि आपने फिल्म का फर्स्ट पार्ट देखा है तो इस फिल्म को भी देखिए। वहीं नाना की दमदार वापसी...","3.5"
"इस फिल्म की शुरुआत में स्क्रीन पर एक कहावत पढ़कर आप फिल्म में आगे क्या होने वाला...","4"
"चौथी बार भी लड़की ने ही जन्म लिया, लेकिन इस बार अंबर सिंह अपने दम पर विधि का विधान ही बदलने का...","3.5"
"राम रहीम इस फिल्म में लोगों को ड्रग्स और शराब जैसी लत से दूर कर अपना अनुयायी बनाते हैं, जिसके...","1.5"
"कबीर यानी अर्जुन की इस फिल्म का यंग हीरो रॉय (रणबीर कपूर) ऐसा पेंटिंग चोर है जिसकी डिक्शनरी में नामुमकिन शब्द नहीं है...","2"
"इस फिल्म में अमिताभ की आवाज पर दुनिया के सामने छाने वाले धनुष आखिरकार एक-दूसरे के खिलाफ खड़े हो जाते हैं...","4"
"कुछ साल पहले देश भर में तहलका मचा देने वाले नोएडा के बहुचर्चित आरुषि मर्डर केस को...","3"
"कभी सारांश, जन्म, अर्थ, आशिकी और सड़क जैसी कई बेहतरीन फिल्में बना चुके  भट्ट कैंप...","2"
"इस फिल्म में बाबाओं और धर्म गुरूओं की पोल खोलने की कोशिश तो की गई है, लेकिन इस...","2"
"सोनम कपूर को ऐसा किरदार निभाने का गोल्डन चांस मिला, लेकिन उन्होंने एक बार फिर...","2"
"तारीफ करनी होगी यंग डायरेक्टर नीरज पांडे की, जिन्होंने बतौर डायरेक्टर अपनी...","4.5"
"करीब पौने दो घंटे की इस फिल्म को बनाते वक्त मेकर यह ही नहीं तय कर पाए कि इसे...","2"
"फिल्म क्रेजी कुक्कड़ फैमिली से एक नया ट्रेंड बॉलिवुड में आ गया है। अब बड़े बैनर उन ऐक्टर्स...","2.5"
"बिपाशा के हॉट सीक्वेंस देखने को मिलेंगे, वर्ना कहानी में नयापन नहीं है...","3"
"करीब 11 साल पहले महेश बाबू और भूमिका चावला को लेकर बनी तमिल फिल्म...","3.5"
"नए साल के पहले शुक्रवार को मेकर्स फिल्म रिलीज करने से कतराते हैं। हालांकि, यंग...","2.5"
"पहले हफ्ते में करीब 150 करोड़ कमाई से साबित है कि रजनीकांत का जलवा पहले से ज्यादा ही हुआ है...","3.5"
"अनुराग कश्यप की यह डार्क टाइप की फिल्म आम मुंबइया सिनेमा से कोसो दूर है...","3"
"भगवान तक पहुंचने का शॉर्टकट रास्ता पता है आपको? नहीं, पीके तो फिल्म में बता रहे हैं...","4.5"
"फिल्म की लीड ऐक्ट्रेस शहनाज ट्रेजरीवाला ने ऐसी कुछ बयानबाजी जरूर कर डाली कि फिल्म...","2"
"यंग डायरेक्टर शैलेश वर्मा ने कबड्डी जैसे ग्लैमर विहीन सब्जेक्ट पर फिल्म बनाई और इसमें इसमें सफल भी रहे...","3.5"
"करीब 30 साल पहले हुई भोपाल गैस त्रासदी पर बनी यह फिल्म आपको उस घटना की तह तक ले जाती है...","3.5"
"अगर आप सिर्फ मौज-मस्ती और टाइमपास एंटरटेनमेंट के मकसद से बिना तर्क-वितर्क के...","2.5"
"बनने के बाद लंबे अर्से से स्क्रीन पर आने का इंतजार कर रही फिल्म 'सुलेमानी कीड़ा'...","2.5"
"इश्क के जुनून और दीवानगी पर बॉलिवुड में कई फिल्में आ चुकी हैं। जिद भी ऐसी फिल्म है...","2"
"करीब पौने दो घंटे की इस फिल्म को देखते वक्त ऐसा लगता है कि फिल्म के ज्यादातर...","2.5"
"कहानी में नयापन है, कहानी के किरदार स्टार पर हावी हैं। राजस्थान की लोकेशन में फिल्माई...","3"
"यकीनन बॉलिवुड फिल्मों में आज से नहीं, बरसों पहले से प्रड्यूसर, ऐक्टर अपनी फिल्म के...","2.5"
"अफसोस बाद तक गोविंदा को छोड़कर सभी नए कलाकार उस उम्मीद पर खरे उतरते हैं...","2.5"
"ऐसा लगता है यशराज बैनर साल में ज्यादा से ज्यादा फिल्में अपने नाम करने की चाह में कुछ...","2"
"बॉलिवुड के बारे में कहा जाता है कि यहां बॉक्स ऑफिस पर चमत्कार होता है। आज जब सौ-डेढ़...","3"
"रणदीप, नंदना की बेहतरीन केमिस्ट्री फिल्म की यूएसपी है। बोल्ड सीन्स की भरमार के चलते....","3.5"
"60 साल से ऊपर की उम्र वाले तीन दोस्त अनुपम खेर, पीयूष मिश्रा और अन्नू कपूर हमेशा लड़कियों के पीछे...","2.5"
"बेटा व दिल जैसी फिल्में बना चुके इंद्र कुमार अडल्ट कॉमिडीज से भी अच्छी कमाई कर चुके हैं, अब...","2.5"
"फिल्म हर क्लास की कसौटी पर खरी नहीं उतरेगी, लेकिन कुछ नया और वाइल्ड लाइफ पर बनी फिल्मों...","3.5"
"फराह खान को ऐसी डायरेक्टर माना जाता है जो पैसा वसूल एंटरटेनमेंट मसाला फिल्म बनाती हैं...","3.5"
"यह फिल्म ईमानदारी के उस जज्बे को सलाम करती है, जो धीरे-धीरे हमारी सोशल लाइफ से गायब हो रहा...","3"
"मसाला फिल्मों से प्यार करने वालों को क्या यह फिल्म बांध पाएगी, या हो जाएगी फुस्स, पढ़ें रिव्यू...","2"
"रितिक और कटरीना की 'बैंग बैंग' मस्त फिल्म है या फिर बोर, पढ़ें इस फिल्म का रिव्यू...","2.5"
"हैदर में शाहिद कपूर जहां अपनी कमाल की ऐक्टिंग से चौंकाएंगे, वहीं फिल्म का थोड़ा लंबा हो जाना...","3.5"
"ज्ञानी और पाली का क्राइम की दुनिया में अलग पहचान बनाने का सपना है...","2"
"मूवी का सब्जेक्ट पुराना है, कहानी में नयापन कुछ नहीं है, क्राइम के बैकग्राउंड पर बनी...","2"
"कैसी है चुलबुली परिणीति चोपड़ा और आदित्य कपूर स्टारर फिल्म 'दावत-ए-इश्क', पढ़ें रिव्यू...","3"
"रेखा स्टारर 'खूबसूरत' से तुलना करने की गुस्ताखी न करें, फिल्म देखने के बाद अपसेट हो सकते हैं...","3"
"अगर आप कुछ लीक से हटकर बनी फिल्मों के शौकीन हैं, तो फैनी से मिलने का वक्त निकाल लीजिए...","3.5"
"फिल्म के कुछ थ्री डी सीन्स का जवाब नहीं, लेकिन स्क्रिप्ट काफी कमजोर है...","3"
"प्रियंका चोपड़ा ने अपने अब तक के फिल्मी करियर में 'मैरी कॉम' को सबसे ज्यादा प्रमोट...","4"
"कुणाल ने एक बार फिर क्रिकेट के आसपास घूमती फिल्म बनाई, जो इसका माइनस पॉइंट है...","2.5"
"बेशक , फिल्म निर्देशक राहत काजमी और राइटर संजय-अमर ने नए सिरे से घाटी के मौजूदा हालात, स्पेशल टास्क फोर्स...","2"
"डॉक्युमेंट्री होते हुए भी कटियाबाज आपको अपसेट नहीं करेगी। जाने-पहचाने सब्जेक्ट को मजेदार ढंग से पेश किया गया है...","3.5"
"प्रड्यूसर, डायरेक्टर आदित्य चोपड़ा से शादी के बाद रानी मुखर्जी की 'मर्दानी' पहली फिल्म है...","3"
"अजय देवगन की फिल्म 'सिंघम रिटर्न्स' क्या 'सिंघम' की तरह ही दमदार है, जानें रिव्यू में...","4"
"यह फिल्म 90 के दशक में आई डायरेक्टर जॉन डी बॉन्ट की 'ट्विस्टर' से काफी हद तक प्रभावित थी। प्राकृतिक आपदा पर...","3.5"
"करोड़पति बाप ने सारी जायदाद कुत्ते 'एंटरटेनमेंट' के नाम कर दी। क्या अक्षय पा सकेंगे सब कुछ...","3"
"अगर आप सोचते हैं कि अंडरवर्ल्ड, माफिया पर सिर्फ मुंबई, यूपी, बिहार के बैकग्राउंड पर ही फिल्में बन सकती हैं, तो गुजरात के बैकग्राउंड पर बनी...","2.5"
"सलमान की फिल्म 'किक' को दिल से देखेंगे तो इंजॉय करेंगे, लेकिन अगर दिमाग लगाया तो...","4"
"अगर आप इस फिल्म में भी 'हेट स्टोरी' की तर्ज पर बेहद हॉट, बोल्ड, सेक्सी सीन्स देखने जा रहे हैं तो...","2"
"छोटी-सी कहानी को डायरेक्टर ने फ्रेश अंदाज से पर्दे पर उतारा है। वीर और वेगा की दमदार केमेस्ट्री है, तो क्लाइमैक्स कमजोर...","2.5"
"3डी में बनी पिज्जा ऐसी हॉरर सुपरनैचरल थ्रिलर मूवी है जिसके कई सीन आपको जोर का झटका दे सकते है...","2.5"
"'दिलवाले दुल्हनिया ले जाएंगे' नहीं देखी तो मिस न करें। देखी है तो भी हंप्टी-काव्या से जरूर मिल...","3"
"'लेकर हम दीवाना दिल' की कहानी एक ऐसे कपल की लव स्टोरी है जो कॉलेज की दोस्ती को...","2.5"
"विद्या बालन को शायद यह गलतफहमी हो गई कि हीरो के इर्दगिर्द घूमने वाली बॉलिवुड फिल्मों में वह...","2.5"
"मोहित ने 'एक विलन' के जरिए रोमांस और यंग क्राउड को टारगेट करने की कोशिश की है। पढ़ें रिव्यू...","3.5"
"'हिम्मतवाला' के बाद एक बार फिर साजिद ने फैंस से उनके सब्र का इम्तिहान लिया है। पढ़िए रिव्यू...","1.5"
"फर्जी एनकाउंटर जैसे सीरियस सब्जेक्ट पर फिल्म बनाने के लिए जिस होमवर्क की जरूरत होती है, वह इस फिल्म...","2"
"बेशक इस फिल्म के टाइटल को देखकर यही लगे कि यह बच्चों के साथ देखने वाली फिल्म है, लेकिन ऐसा नहीं है...","2"
"फगली में दिल्ली एनसीआर की कई बेहतरीन आउटडोर लोकेशंस को अच्छे ढंग से पेश किया गया है, लेकिन बिखरी स्क्रिप्ट...","2"
"इस फिल्म को देख कर लगता है, '100 करोड़ क्लब' के इस दौर में भी लीक से हटकर फिल्म बनाने वालों की कमी नहीं...","4"
"यूं तो मुंबई अटैक की पृष्ठभूमि पर अब तक कितनी फिल्में बन चुकी हैं, लेकिन पहली बार स्लीपर सेल को अहम हिस्सा...","4.5"
"एकता को 'कुक्कू...' जैसी फिल्म बनाने का आइडिया 'फुकरे' देख कर आया होगा, लेकिन यह 'फुकरे' के आसपास भी...","2"
"हंसल मेहता, राजकुमार राव जैसे दो नैशनल अवॉर्ड विनर्स का साथ इस फिल्म को खास बनाता है। बेहतरीन ऐक्टिंग...","4"
"जैकी श्रॉफ के साहबजादे टाइगर ने करियर की शुरुआत 'हीरोपंती' से की है, जो जैकी की फिल्म 'हीरो' की याद...","2.5"
"रजनी की इस फिल्म की कहानी पौराणिक कथाओं पर बेस्ड है, बेशक आपको कहानी नवीन नजर ना आए, लेकिन...","4"
"दो घंटे की यह सस्पेंस फिल्म दर्शकों को शुरू से अंत तक बांधे रखने में कामयाब नहीं रह पाती, लेकिन अगर आप...","2"
"कम बजट में बनी यह फिल्म कई ऐसे सवाल उठाती है, जिनका जवाब तलाशना बेहद जरूरी है। फिल्म का बेहतरीन कॉन्टेंट...","3"
"आशु त्रिखा की यह फिल्म झारखंड के कोल माफिया और वहां चली असामाजिक तत्वों की समांतर सरकार की पृष्ठभूमि पर...","2.5"
"मस्तराम तब की कहानी है, जब इंटरनेट, सोशल साइट्स नहीं
 थीं। युवा से लेकर 40-50 की उम्र तक के लोग अपनी सेक्स...","2"
"हॉलिवुड डायरेक्टर क्रैग की इस फिल्म में खेलों में धीरे-धीरे एंट्री करती पैसे की ताकत नजर आती है। पहली बार क्रिकेट-बेसबॉल...","3.5"
"बॉलिवुड में खेल पर फिल्म बनाने की बात हो तो हर कोई क्रिक्रेट को पहली 
प्राथमिकता देता है, लेकिन अमोल गुप्ते ने स्केटिंग...","3.5"
"स्पाइडरमैन एक बार फिर लौट आया है। इस बार भी स्पाइडरमैन इंसानियत, समाज और देश के दुश्मनों के साथ टकरा रहा है...","4"
"यह सरहद पर अपने-अपने देश के लिए लड़ते दो ऐसे सिपाहियों की कहानी है जो बदले हालात में बंदूक की भाषा यानी गोलियां चलाना...","4"
"राजीव खंडेलवाल जासूस के किरदार में पूरी तरह से फिट नजर
 आते है। मदालसा को अभी बहुत लंबा सफर तय करना है...","2.5"
"कांची एक छोटे से गांव की सीधी-सादी लड़की की कहानी है, जो 
अपने दमखम पर सत्ता में बैठे नेताओं को बेनकाब कर...","3"
"कैसी है 'अब मर्द को दर्द होगा' वाली कंगना राणावत की चर्चित फिल्म 'रिवॉल्वर रानी', पढ़ें इसका रिव्यू...","4"
"'गांधी माई फादर' जैसी फिल्म बना चुके फिरोज अब्बास खान लंबे अर्से बाद नई फिल्म लेकर आए हैं, क्या दर्शकों की...","2.5"
"चेतन भगत के उपन्यास '2 स्टेट्स' पर बनी इस फिल्म की कहानी में नयापन और जेन एक्स को...","4"
"इस चुनावी सीजन में 'भूतनाथ' भी नेताओं जैसी बातें करने के साथ-साथ एक सोशल मेसेज देता है...","4.5"
"अगर लंबे अरसे से फैमिली के साथ कोई टाइम पास मसाला फिल्म नहीं देखी तो इस हीरो से मिल आएं...","3"
"'जल' की पूरी टीम का मानना है कि इस साल यह फिल्म ऑस्कर का सफर तय करेगी और अवॉर्ड लेकर लौटेगी...","3.5"
"चुनावी सीजन में 'ओ तेरी' के साथ एक और राजनीतिक पृष्ठभूमि पर बनी फिल्म हाजिर है। बेशक, इस फिल्म में प्रड्यूसर ने युवा...","2"
"हरमन बावेजा और सनी देओल स्टारर शिल्पा शेट्टी की फिल्म ढिश्कियाऊं मस्त है या फिर.... पढ़ें इस फिल्म का रिव्यू...","2"
"चुनावी सीजन में रिलीज हई 'ओ तेरी' भ्रष्टाचार और भ्रष्ट नेताओं के खिलाफ मतदाताओं को जागरूक करने का प्रयास है, लेकिन...","2"
"पिछले महीने आई जिमी शेरगिल की 'डर @ द मॉल' की कहानी और भूतों के इस गैंग की कहानी में ज्यादा फर्क नहीं...","2.5"
"अगर हॉरर के साथ सेक्स का तड़का भी देखना चाहते हैं तो रागिनी से मिलने में कोई हर्ज नहीं। सनी ने...","3"
"अगर आप यह सोच बैठे हैं कि बॉलिवुड में अच्छी फिल्में बननी बंद हो गई हैं, तो इस फिल्म को जरूर...","4"
"अच्छी स्क्रिप्ट, बेहतरीन ऐक्टिंग इस फिल्म की यूएसपी है, लेकिन अफसोस है कि ऐसी अच्छी फिल्मों को...","3"
"अगर देखना चाहते हैं सोनम का ऐसा बोल्ड-सेक्सी लुक जो आपने पहले कभी पर्दे पर नहीं देखा और आयुष्मान की...","2"
"इस फिल्म में पहली बार माधुरी और जूही की जोड़ी मल्टिप्लेक्स कल्चर में रंगी युवा पीढ़ी को उस हकीकत से रूबरू कराती है...","4"
"'टोटल सियापा' ऐसी कहानी है, जिसे अगर निर्माता टीवी चैनल पर चलाता तो 30-40 ऐपिसोड चलते, लेकिन...","2"
"जब रानी की सगाई टूट जाती है, तो पेरिस में हनीमून के सपने को साकार करने वह पहुंच जाती है अकेले, जहां उसकी मुलाकात...","4"
"इस फिल्म की एक खासियत है कि यह फिल्म शुरू होते ही इसका एंड मालूम हो जाता है, लेकिन...","3.5"
"इस फिल्म में तेजी से बसते नए शहरों और शॉपिंग मॉल कल्चर के पीछे की एक कहानी को केंद्र बिंदु...","2.5"
"इम्तियाज अली ने करीब 15 साल पहले 'हाइवे' की स्क्रिप्ट पर काम शुरू किया था। यह एक ऐसा सुहाना सफर है...","3"
"रणवीर सिंह और अर्जुन कपूर की स्टार कास्ट और प्रियंका चोपड़ा के ग्लैमर से सजी फिल्म कैसी है, जानिए...","3"
"बॉलिवुड में आज भी कई ऐसे पापा हैं जो अपने लाडलों को हर हाल में हीरो बनाने पर आमादा हैं...","2"
"हर धर्म के लोगों के बीच मानवता का संदेश देने वाली फिल्म मिस नहीं करनी चाहिए, लेकिन इसके कई सीन...","3"
"'आई ऐम कलाम' जैसी फिल्म बना चुका डायरेक्टर ऐसी कमजोर फिल्म भी बना सकता है, किसी ने...","2"
"अगर आप चालू मसालों की उम्मीद में इस फिल्म को देखने का सोच रहे हैं तो मायूस होंगे, लेकिन अगर...","3"
"इस हफ्ते रिलीज हुई अभय देओल की यह फिल्म दर्शकों की एक खास क्लास को अपनी ओर खींचने का दम रखती है...","2"
"सलमान खान इस बार परदे पर कॉमन मैन की तरह नजर आ रहे हैं, फर्क बस इतना है...","4.5"
"यह एक ऐसे स्ट्रगलर की कहानी है जो ड्रामा के जरिए समाज को मेसेज देना चाहता है। डबल मीनिंग डायलॉग से दूर...","2"
"त्रिकोणीय प्रेम कहानी को पुराने अंदाज में पेश करने की कोशिश। कॉलेज में करोड़पति बाप का बेटा हिरोइन को पाने के लिए...","1.5"
"80 के दशक में जब पायरेसी और सी-ग्रेड हॉट फिल्मों का दौर चरम पर था, उस वक्त को पर्दे पर बखूबी उतारा गया...","3.5"
"स्टूडेंट लाइफ की कुछ मीठी यादें ताजा करना चाहते हैं तो ठीक। अगर साफ-सुथरी और कुछ नया देखने की चाह लिए जाएंगे तो...","3.5"
"अगर आप कुछ नया देखने के शौकीन हैं, तो डेढ़ इश्किया आपको अपसेट नहीं करेगी। चालू मसालों को परोसने से परहेज....","4"
"करीब 4 दशक पहले बॉक्स ऑफिस पर कमाई और कामयाबी का इतिहास रच चुकी शोले अब 3डी में दर्शकों के सामने...","4.5"
"इस फिल्म को देखने के बाद जब आप थिएटर से बाहर आएंगे, तो आपकी जबान पर...","1.5"
"करीब सौ करोड़ के भारी-भरकम बजट में बनी इस फिल्म में जबर्दस्त ऐक्शन और ड्रामा तो है ही, साथ ही...","4.5"
"'बूम' जैसी फिल्म के बाद कैजाद गुस्ताद अपनी दूसरी फिल्म 'जैकपॉट' लेकर आए हैं, जिसे देखने के बाद...","1.5"
"बेशक गुरमीत ने लीक से हटकर फिल्म बनाने की पहल की, लेकिन कमजोर कहानी और सतही निर्देशन...","2"
"पिछले कुछ समय से आ रही मसाला, ऐक्शन फिल्मों के बीच क्लब 60 ऐसी फिल्म है जो कुछ अलग और नया...","3"
"शाहिद कपूर को स्क्रीन पर गजब ऐक्शन, सोनू सूद का 'दबंग' के बाद जबर्दस्त ऐक्शन और लीक से...","3.5"
"लीक से हटकर कम बजट और अपने बजट में फिट स्टार्स को लेकर बॉक्स ऑफिस पर कई हिट फिल्में बना चुके डायरेक्टर...","4"
"अनिल शर्मा की इस फिल्म में आपको एक बार फिर वैसा ही सब कुछ नजर आएगा, जो आप बरसों से देखते आ रहे हैं...","4.5"
"दिल्ली की बिंदास पंजाबी लड़की के किरदार में करीना पूरी तरह फिट नजर आती हैं। इमरान खान एक बार फिर उसी अंदाज...","3"
"बरसों बाद सिल्वर स्क्रीन पर बेहतरीन मुजरा और कंगना का शानदार अभिनय इस फिल्म में देखने लायक...","2.5"
"रणवीर सिंह और दीपिका पादुकोण स्टारर 'राम-लीला' में खूब मसाला है। दीपिका का बोल्ड अंदाज...","4"
"फिल्म के प्रमोशन में रामू ने बार-बार दोहराते हैं कि 'सत्या-2' अंडरवर्ल्ड पर बनीं उनकी पिछली फिल्मों से हटकर...","2"
"कृष की रिलीज से पहले हर कोई हैरान था। इस दौर में जब बैनर अपनी पिछली सुपरहिट फिल्म का रीमेक...","4.5"
"एक राज्य के मुख्यमंत्री के खिलाफ दर्ज रेप केस पर बनी इस फिल्म को विवादों से दूर रखने के लिए काल्पनिक बताया...","2.5"
"इस फिल्म को रिलीज से पहले कॉमिडी फिल्म की तरह प्रमोट किया गया, पर इसे कॉमिडी सोचकर देखने न जाएं...","3"
"अगर आपको रियल स्टोरी पर बनी फिल्में पसंद हैं, तो शाहिद आपके लिए है। जेल की कोठरी से ऐडवोकेट बनने का...","3.5"
"अक्षय 'बॉस' में एक बार फिर वही करते नजर आते हैं, जो उनके फैंस उनसे चाहते हैं। 'बॉस' भी साउथ की एक फिल्म का रीमेक...","3"
"फिल्म को डायरेक्ट कर रहे फराज हैदर ने बतौर निर्देशक अपनी पहली फिल्म बनाने के लिए सब्जेक्ट...","2"
"इतनी कम अवधि की फिल्म में भी डायरेक्टर ने शक और डबल रोल जैसे बरसों 
पुराने फॉर्म्युले...","2"
"सलमान को 'दबंग' बनाने वाले अभिनव कश्यप अब रणबीर कपूर को 'बेशरम' बनाकर पर्दे पर लाए हैं। 3700 से ज्यादा...","2"
"शाहिद और इलियाना स्टारर फिल्म 'फटा पोस्टर निकला हीरो' के चर्चे तो बड़े हैं, लेकिन इस फिल्म में वाकई...","2.5"
"करीब डेढ़ घंटे की इस फिल्म की कहानी किसी भी कॉमन मैन की हो सकती है। कहानी के साथ मुंबई के डिब्बावालों को...","2.5"
"अगर बोल्ड डबल मीनिंग चुटकुले सुनने के शौकीन हैं, तो आप अपसेट नहीं होंगे। फैमिली क्लास के लिए...","1.5"
"अगर आप लीक से हटकर बनी डार्क सस्पेंस थ्रिलर फिल्मों के शौकीन हैं, तो शायद अपसेट न हों, लेकिन...","2"
"यंगस्टर्स और हर बार कुछ नया देखने वाली क्लास के साथ मजेदार एंटरटेनमेंट की चाह रखने वाले लोगों को शुद्ध देसी...","2"
"चार दशक पहले आई अमिताभ बच्चन की चर्चित भूमिका वाली फिल्म जंजीर के रीमेक में रामचरण तेजा कितना...","2"
"अगर आप भ्रष्टाचार के खिलाफ 'सत्याग्रह' में शामिल होने को बेताब हैं तो फिल्म आपके लिए है। फिल्म में ऐसा मेसेज है...","2.5"
"अगर आप इंडियन सिनेमा में होते बढ़िया बदलाव को देखना चाहते हैं, तो 'मद्रास कैफे' मिस न करें, लेकिन अगर...","2.5"
"अक्षय, सोनाक्षी और इमरान की तिकड़ी ने फिल्म के जरिए धमाल मचाया है या निराश किया है, पढ़ें रिव्यू...","2"
"शाहरुख-दीपिका की रोमांटिक लव स्टोरी 'चेन्नई एक्सप्रेस' मस्त है या फिर बोर, देखने से पहले पढ़ें इस फिल्म का रिव्यू...","2"
"बरसों पहले कामयाबी का रेकॉर्ड बना चुकीं 'आरजू', 'गीत', 'आंखें' जैसी फिल्मों के मेकर रामानंद की...","1.5"
"मोहन सिक्का के कहानी संग्रह 'डेल्ही न्वॉर' की एक कहानी पर बेस इस फिल्म में लव मेकिंग सींस को...","2"
"पिछले कुछ टाइम से बनारस हमारे फिल्म मेकर्स को कुछ ज्यादा ही लुभाने लगा है। इंडस्ट्री के टॉप बैनर यश राज फिल्म्स ने...","2"
"इस फिल्म में बड़े स्टार्स नहीं हैं। यह फिल्म फैमिली के साथ जाकर देखने के लायक है या नहीं, पढ़ें रिव्यू...","2"
